Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5507482886314392, 0.9110424518585205, 4.235551784859126e-07]","[0.6010416746139526, 0.8758849501609802, -0.09714415669441223]","[0.6030402779579163, 0.8118581771850586, -0.1467675268650055]","[0.5019240975379944, 0.7920137047767639, -0.18072724342346191]","[0.41686537861824036, 0.7675377130508423, -0.2088560312986374]","[0.5578168630599976, 0.6264461278915405, -0.10788409411907196]","[0.5348280668258667, 0.5195830464363098, -0.1725580245256424]","[0.5166686177253723, 0.44805067777633667, -0.21485349535942078]","[0.5014072060585022, 0.37373191118240356, -0.24552218616008759]","[0.4862712621688843, 0.6393728852272034, -0.08764137327671051]","[0.4403628706932068, 0.639305830001831, -0.1541079729795456]","[0.4774678647518158, 0.7415486574172974, -0.16495563089847565]","[0.5143980979919434, 0.7625104784965515, -0.16202396154403687]","[0.4264082908630371, 0.6728874444961548, -0.07887069135904312]","[0.37478387355804443, 0.6804889440536499, -0.14055165648460388]","[0.4224827289581299, 0.7652208209037781, -0.1257663369178772]","[0.4666433036327362, 0.7664384245872498, -0.1063595712184906]","[0.37709182500839233, 0.7190096378326416, -0.07972422987222672]","[0.34087565541267395, 0.740772008895874, -0.12656062841415405]","[0.3867643475532532, 0.7973700761795044, -0.11927639693021774]","[0.42779645323753357, 0.80230712890625, -0.10509026050567627]"
L,"[0.4363241195678711, 0.8391667604446411, 4.3164459384570364e-07]","[0.5365857481956482, 0.8114724159240723, -0.03584817424416542]","[0.5960524082183838, 0.7517414093017578, -0.08034809678792953]","[0.620672345161438, 0.7076143026351929, -0.12716691195964813]","[0.5592859983444214, 0.6951273679733276, -0.1713562309741974]","[0.5718089938163757, 0.5916515588760376, -0.08789611607789993]","[0.6085886359214783, 0.49007874727249146, -0.14624176919460297]","[0.6382330060005188, 0.4192195236682892, -0.1856922060251236]","[0.6501098871231079, 0.3583313524723053, -0.21433225274085999]","[0.49785614013671875, 0.5950591564178467, -0.10902851819992065]","[0.5698985457420349, 0.5959852933883667, -0.1766524761915207]","[0.5770859122276306, 0.6785658597946167, -0.18753567337989807]","[0.557926595211029, 0.7055901885032654, -0.1860850304365158]","[0.44181400537490845, 0.6262763738632202, -0.1332596391439438]","[0.5224939584732056, 0.6270433664321899, -0.19485928118228912]","[0.5395316481590271, 0.7045769691467285, -0.1787676066160202]","[0.5172699689865112, 0.7227924466133118, -0.15802882611751556]","[0.40418535470962524, 0.6724737286567688, -0.16218243539333344]","[0.4857436418533325, 0.6887701153755188, -0.1974913477897644]","[0.5080190300941467, 0.7367071509361267, -0.17966000735759735]","[0.48622190952301025, 0.7483296394348145, -0.16183030605316162]"
L,"[0.5552017688751221, 0.8050218820571899, 5.126142923472798e-07]","[0.5666616559028625, 0.7663191556930542, -0.14029330015182495]","[0.5237931609153748, 0.703794002532959, -0.18933813273906708]","[0.4460318088531494, 0.683369517326355, -0.21308740973472595]","[0.371319055557251, 0.668051540851593, -0.2251044511795044]","[0.5159044861793518, 0.5648883581161499, -0.09567587077617645]","[0.46565109491348267, 0.4851870834827423, -0.15151962637901306]","[0.4395739436149597, 0.4318459630012512, -0.17862875759601593]","[0.4155840575695038, 0.3701198101043701, -0.1915581077337265]","[0.4729599356651306, 0.5956032276153564, -0.046049993485212326]","[0.39820632338523865, 0.5833907723426819, -0.11479869484901428]","[0.4340992867946625, 0.6552533507347107, -0.12250739336013794]","[0.4715837836265564, 0.663205623626709, -0.10764180123806]","[0.4299898147583008, 0.6287107467651367, -0.015617543831467628]","[0.3655741214752197, 0.6280235648155212, -0.09185962378978729]","[0.41261428594589233, 0.6909127831459045, -0.09505391865968704]","[0.45128321647644043, 0.6797428131103516, -0.07560567557811737]","[0.3970831036567688, 0.6566832661628723, 0.0027910920325666666]","[0.3556441068649292, 0.6648393869400024, -0.050380103290081024]","[0.38871991634368896, 0.7078404426574707, -0.05783896893262863]","[0.41961777210235596, 0.7132805585861206, -0.04909970611333847]"
L,"[0.6000174283981323, 0.8223510980606079, 4.5804637238688883e-07]","[0.5904831886291504, 0.8072630167007446, -0.1643625646829605]","[0.5277729034423828, 0.7556927800178528, -0.2241116762161255]","[0.4379001557826996, 0.7321159243583679, -0.2505277693271637]","[0.3540138006210327, 0.7085437774658203, -0.26654052734375]","[0.5293607711791992, 0.5938223600387573, -0.1404983103275299]","[0.4622701406478882, 0.5051284432411194, -0.19868963956832886]","[0.4248430132865906, 0.4462554454803467, -0.22606831789016724]","[0.3938441276550293, 0.38165104389190674, -0.23952962458133698]","[0.4883189797401428, 0.6146577596664429, -0.07380314916372299]","[0.38498225808143616, 0.6140964031219482, -0.14270533621311188]","[0.41539812088012695, 0.6918321251869202, -0.14890876412391663]","[0.4579731225967407, 0.7059413194656372, -0.1335970163345337]","[0.44594883918762207, 0.6421571373939514, -0.02507680654525757]","[0.35979360342025757, 0.6552987694740295, -0.09735244512557983]","[0.3991897404193878, 0.7214592099189758, -0.09803599864244461]","[0.4394569396972656, 0.7151449918746948, -0.07862381637096405]","[0.4134669899940491, 0.666678786277771, 0.010006912052631378]","[0.3532727360725403, 0.692896842956543, -0.044713206589221954]","[0.3813267946243286, 0.7379550337791443, -0.054007209837436676]","[0.4150927662849426, 0.7446126937866211, -0.045738086104393005]"
L,"[0.5461905002593994, 0.8553492426872253, 1.2887532818695036e-07]","[0.5737795233726501, 0.8249934911727905, -0.14380331337451935]","[0.5413548946380615, 0.7578428983688354, -0.20146319270133972]","[0.46649691462516785, 0.7269434928894043, -0.23320196568965912]","[0.385786235332489, 0.7018070220947266, -0.25468313694000244]","[0.5266613364219666, 0.5937318801879883, -0.1293499767780304]","[0.48123979568481445, 0.4888222813606262, -0.20559832453727722]","[0.447306364774704, 0.42677000164985657, -0.24469976127147675]","[0.4181312322616577, 0.3621633052825928, -0.26522260904312134]","[0.47037386894226074, 0.621239423751831, -0.08454357832670212]","[0.395927369594574, 0.6153894066810608, -0.1775663197040558]","[0.436932235956192, 0.7121112942695618, -0.19085104763507843]","[0.48315727710723877, 0.7293751835823059, -0.1763972043991089]","[0.4163667857646942, 0.6543493270874023, -0.05709364265203476]","[0.3482426404953003, 0.6589007377624512, -0.15578246116638184]","[0.4021919369697571, 0.7509978413581848, -0.14811104536056519]","[0.4506988525390625, 0.7539352178573608, -0.11726520955562592]","[0.3755401372909546, 0.6876112818717957, -0.04117068275809288]","[0.32377737760543823, 0.7064146399497986, -0.11476033926010132]","[0.3708501160144806, 0.766737163066864, -0.11445572972297668]","[0.4153066873550415, 0.7775090336799622, -0.09486831724643707]"
R,"[0.4574061632156372, 0.8950332403182983, -5.344625719772012e-07]","[0.38687455654144287, 0.8408106565475464, -0.04738995060324669]","[0.3411846160888672, 0.769290566444397, -0.08556855469942093]","[0.3836795687675476, 0.7316601872444153, -0.12256216257810593]","[0.45284944772720337, 0.7118100523948669, -0.1536054164171219]","[0.3878037929534912, 0.6059067249298096, -0.059403032064437866]","[0.3725430369377136, 0.48121780157089233, -0.11898238956928253]","[0.36355358362197876, 0.40953606367111206, -0.1565135270357132]","[0.3605029582977295, 0.34365373849868774, -0.18483610451221466]","[0.46235260367393494, 0.6225439310073853, -0.0637502446770668]","[0.4411437511444092, 0.5907254815101624, -0.12765495479106903]","[0.4207723140716553, 0.6849674582481384, -0.1338864415884018]","[0.4277727007865906, 0.7164885997772217, -0.1302115023136139]","[0.5198912024497986, 0.6614860892295837, -0.07593487948179245]","[0.5048429369926453, 0.6324813365936279, -0.13274753093719482]","[0.46735748648643494, 0.7142629027366638, -0.1025056540966034]","[0.4673680067062378, 0.7374767661094666, -0.07390659302473068]","[0.5646287202835083, 0.7151442170143127, -0.09437248855829239]","[0.5414435863494873, 0.6992917656898499, -0.135097935795784]","[0.5043295621871948, 0.7498696446418762, -0.11832001060247421]","[0.4993790090084076, 0.7651535272598267, -0.0989469587802887]"
L,"[0.4712866246700287, 0.8072219491004944, 3.965276960116171e-07]","[0.5310992002487183, 0.7802698612213135, -0.04122172296047211]","[0.5665229558944702, 0.7310842275619507, -0.07464518398046494]","[0.5273792743682861, 0.6952241659164429, -0.10612254589796066]","[0.47339093685150146, 0.68343585729599, -0.13619877398014069]","[0.5339261293411255, 0.5974252820014954, -0.06442462652921677]","[0.5455913543701172, 0.5178613066673279, -0.10408437252044678]","[0.5520306825637817, 0.4611009359359741, -0.1309618204832077]","[0.5521750450134277, 0.4092683792114258, -0.15399622917175293]","[0.4725716710090637, 0.5997364521026611, -0.07270292192697525]","[0.4854240119457245, 0.5956838726997375, -0.1252480298280716]","[0.5020685791969299, 0.6673863530158997, -0.14098913967609406]","[0.5091555118560791, 0.6913885474205017, -0.14633595943450928]","[0.42292261123657227, 0.625697910785675, -0.08439952880144119]","[0.4353455901145935, 0.6370685696601868, -0.1339731365442276]","[0.4605323374271393, 0.6965619921684265, -0.12905195355415344]","[0.47306370735168457, 0.7057565450668335, -0.12018868327140808]","[0.3833228051662445, 0.6651192903518677, -0.10032175481319427]","[0.4019645154476166, 0.6868153214454651, -0.13487525284290314]","[0.4303133487701416, 0.7269427180290222, -0.13014745712280273]","[0.446357786655426, 0.7315896153450012, -0.12319257110357285]"
R,"[0.3826253414154053, 0.8317582607269287, 9.564278258267223e-08]","[0.40867674350738525, 0.7954466938972473, -0.10605263710021973]","[0.4921349883079529, 0.7568172812461853, -0.12762703001499176]","[0.5965862274169922, 0.743730902671814, -0.12621447443962097]","[0.6785915493965149, 0.7304697632789612, -0.11377110332250595]","[0.515138566493988, 0.5876455307006836, -0.06930659711360931]","[0.5969442129135132, 0.48328566551208496, -0.11030559241771698]","[0.6459329128265381, 0.42312926054000854, -0.14114025235176086]","[0.6903038024902344, 0.3657066822052002, -0.16264116764068604]","[0.564395546913147, 0.6331940293312073, -0.02731470949947834]","[0.6653673648834229, 0.6254316568374634, -0.08435314148664474]","[0.6045265793800354, 0.6991401314735413, -0.10511212795972824]","[0.5562652945518494, 0.7265750765800476, -0.10333619266748428]","[0.5985365509986877, 0.6831049919128418, 0.004084150772541761]","[0.6819478273391724, 0.6840914487838745, -0.0594361312687397]","[0.6155197620391846, 0.7331529259681702, -0.06272290647029877]","[0.5740558505058289, 0.7335124611854553, -0.04585479199886322]","[0.6183865666389465, 0.7299462556838989, 0.02788008190691471]","[0.6774343848228455, 0.733109176158905, -0.017714954912662506]","[0.6316549181938171, 0.7624828815460205, -0.016128668561577797]","[0.5880611538887024, 0.7539634108543396, -0.002294080564752221]"
L,"[0.5639744400978088, 0.8489712476730347, 1.9173745613443316e-07]","[0.59898442029953, 0.8143538236618042, -0.07576335221529007]","[0.5897261500358582, 0.7544573545455933, -0.10968662053346634]","[0.5034387111663818, 0.7391890287399292, -0.13186614215373993]","[0.43148675560951233, 0.722378134727478, -0.1483442634344101]","[0.5496088266372681, 0.5960049033164978, -0.07780209928750992]","[0.5253964066505432, 0.5053989291191101, -0.12431581318378448]","[0.504823625087738, 0.4497143030166626, -0.1535966396331787]","[0.48974984884262085, 0.38793981075286865, -0.17546269297599792]","[0.49535253643989563, 0.6107341051101685, -0.06280045211315155]","[0.4512006640434265, 0.6237621903419495, -0.11359439045190811]","[0.48094427585601807, 0.7042726874351501, -0.12374472618103027]","[0.515923261642456, 0.717435896396637, -0.12378531694412231]","[0.44693222641944885, 0.6416155099868774, -0.05695740878582001]","[0.39569661021232605, 0.6589066982269287, -0.10994259268045425]","[0.4365314841270447, 0.7320135831832886, -0.10295502096414566]","[0.47911128401756287, 0.7322735786437988, -0.08990884572267532]","[0.4082752466201782, 0.6802463531494141, -0.058144621551036835]","[0.3688310384750366, 0.701610803604126, -0.09675104916095734]","[0.40783601999282837, 0.7524076104164124, -0.09159877151250839]","[0.4464975595474243, 0.7586429119110107, -0.0804249718785286]"
R,"[0.533202052116394, 0.8760582208633423, -2.703140182802599e-07]","[0.4483685791492462, 0.8319189548492432, -0.0437573678791523]","[0.38910311460494995, 0.7719709277153015, -0.09352968633174896]","[0.38303589820861816, 0.7159290313720703, -0.14687718451023102]","[0.4396142363548279, 0.6931503415107727, -0.1965387612581253]","[0.42451387643814087, 0.6044223308563232, -0.055849604308605194]","[0.38694167137145996, 0.48619264364242554, -0.12444350868463516]","[0.36070019006729126, 0.4057120680809021, -0.16580574214458466]","[0.3476884663105011, 0.3407466411590576, -0.1951245665550232]","[0.4929960072040558, 0.6061729192733765, -0.06760375201702118]","[0.4277879297733307, 0.5778795480728149, -0.13208016753196716]","[0.4199765920639038, 0.6721222400665283, -0.12898732721805573]","[0.44798004627227783, 0.6970690488815308, -0.11653311550617218]","[0.5511523485183716, 0.6363614797592163, -0.08919724076986313]","[0.49112412333488464, 0.6140264868736267, -0.1406509280204773]","[0.4707801043987274, 0.6939864158630371, -0.10066180676221848]","[0.4934893548488617, 0.716509222984314, -0.06629404425621033]","[0.5931123495101929, 0.6842511892318726, -0.1188235878944397]","[0.5358777046203613, 0.679449200630188, -0.15348684787750244]","[0.5030938386917114, 0.7318531274795532, -0.13221457600593567]","[0.5134567618370056, 0.7499786615371704, -0.11007193475961685]"
L,"[0.47153162956237793, 0.8144540786743164, 2.7056074713982525e-07]","[0.5321174263954163, 0.7885890007019043, -0.0455607995390892]","[0.5653989315032959, 0.7311176657676697, -0.07833614945411682]","[0.5223719477653503, 0.6906957030296326, -0.1072583943605423]","[0.46748781204223633, 0.6687367558479309, -0.134270578622818]","[0.5308969616889954, 0.590779185295105, -0.0686667338013649]","[0.5402922034263611, 0.4943358302116394, -0.1092388853430748]","[0.5477741956710815, 0.428140789270401, -0.13643425703048706]","[0.5476051568984985, 0.3700883984565735, -0.15962141752243042]","[0.47099512815475464, 0.6001638174057007, -0.07574398815631866]","[0.483355849981308, 0.5779964923858643, -0.12522928416728973]","[0.49712949991226196, 0.6583106517791748, -0.13707450032234192]","[0.5029169917106628, 0.683918833732605, -0.13957983255386353]","[0.41986018419265747, 0.629645586013794, -0.08693943172693253]","[0.4305852949619293, 0.6167392134666443, -0.13724687695503235]","[0.4574018716812134, 0.6882596015930176, -0.12672385573387146]","[0.46976590156555176, 0.7019456624984741, -0.11319100111722946]","[0.3759217858314514, 0.6730074882507324, -0.1023821011185646]","[0.3895040452480316, 0.6653339266777039, -0.13654480874538422]","[0.4210466742515564, 0.715152382850647, -0.12376319617033005]","[0.43291908502578735, 0.7285661697387695, -0.11050885170698166]"
R,"[0.42168134450912476, 0.8025018572807312, 2.2385384568224254e-07]","[0.4233570098876953, 0.7743253111839294, -0.11884389817714691]","[0.4676598608493805, 0.7343778610229492, -0.16145344078540802]","[0.5484140515327454, 0.7171230912208557, -0.18073958158493042]","[0.6231849789619446, 0.6994255185127258, -0.1890755593776703]","[0.49317672848701477, 0.5787996649742126, -0.11406079679727554]","[0.5450662970542908, 0.49118146300315857, -0.18001088500022888]","[0.569291889667511, 0.4312146008014679, -0.22277802228927612]","[0.5916324257850647, 0.3767938017845154, -0.24800832569599152]","[0.5374512672424316, 0.6123558282852173, -0.07222134619951248]","[0.6140230894088745, 0.6112909317016602, -0.14289849996566772]","[0.5706366300582886, 0.6828418374061584, -0.16332462430000305]","[0.5408617258071899, 0.7054976224899292, -0.16211827099323273]","[0.5773089528083801, 0.6538541913032532, -0.04219075292348862]","[0.6449655890464783, 0.6537998914718628, -0.1169058084487915]","[0.5905112028121948, 0.711726188659668, -0.11711488664150238]","[0.5580331683158875, 0.7171528339385986, -0.09779999405145645]","[0.6113689541816711, 0.6864625215530396, -0.020791202783584595]","[0.656543493270874, 0.6838254928588867, -0.07480547577142715]","[0.6249791979789734, 0.7249413728713989, -0.07356824725866318]","[0.5960413813591003, 0.7317374348640442, -0.058984335511922836]"
