Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.553351104259491, 0.6950345635414124, -5.976901320536854e-07]","[0.4838196635246277, 0.6422281265258789, -0.05148950219154358]","[0.44530200958251953, 0.5462596416473389, -0.06467024981975555]","[0.4728204309940338, 0.45584800839424133, -0.07221043854951859]","[0.5271225571632385, 0.41318362951278687, -0.06757649034261703]","[0.44890233874320984, 0.47858521342277527, 0.0015734430635347962]","[0.43054646253585815, 0.4096739888191223, -0.04345574975013733]","[0.4275969862937927, 0.47583913803100586, -0.06143256649374962]","[0.42954137921333313, 0.5206913948059082, -0.06307948380708694]","[0.5021692514419556, 0.47948941588401794, 0.015601728111505508]","[0.5074201226234436, 0.3966553509235382, -0.0383051261305809]","[0.4952426552772522, 0.47600939869880676, -0.051305223256349564]","[0.48692548274993896, 0.5074477791786194, -0.04262130334973335]","[0.5519029498100281, 0.4881814122200012, 0.01865038461983204]","[0.5638351440429688, 0.42411285638809204, -0.0418650284409523]","[0.5406512022018433, 0.5055415630340576, -0.036237604916095734]","[0.5283861756324768, 0.5362429022789001, -0.011905909515917301]","[0.5971810221672058, 0.5037758350372314, 0.018168147653341293]","[0.6000848412513733, 0.4614450931549072, -0.016902286559343338]","[0.5804157853126526, 0.5159593820571899, -0.011025582440197468]","[0.571797251701355, 0.5398825407028198, 0.005072624888271093]"
R,"[0.49330636858940125, 0.707674503326416, -7.896068723312055e-07]","[0.3796732723712921, 0.6299489736557007, 0.020644739270210266]","[0.3219715356826782, 0.5301986336708069, 0.029606839641928673]","[0.3322610855102539, 0.4324171841144562, 0.01910274848341942]","[0.39294320344924927, 0.38775864243507385, 0.015415300615131855]","[0.41458845138549805, 0.46765372157096863, 0.12887577712535858]","[0.37629368901252747, 0.4037865698337555, 0.08336947858333588]","[0.36723071336746216, 0.462733656167984, 0.04824812710285187]","[0.3912639617919922, 0.4889644384384155, 0.030613571405410767]","[0.4688869118690491, 0.46498844027519226, 0.09633823484182358]","[0.4223794937133789, 0.3753684461116791, 0.028638744726777077]","[0.4089145362377167, 0.46085745096206665, -0.002340888138860464]","[0.43689456582069397, 0.4938834607601166, 0.0006267350981943309]","[0.5196313858032227, 0.4655682146549225, 0.05043606460094452]","[0.4628531336784363, 0.37902969121932983, -0.014971355907619]","[0.44386667013168335, 0.47669538855552673, -0.01591319590806961]","[0.4750465452671051, 0.5156755447387695, 0.006721473764628172]","[0.578619122505188, 0.47321486473083496, 0.0043363794684410095]","[0.5010944604873657, 0.429180771112442, -0.03337385132908821]","[0.4846382439136505, 0.4942156970500946, -0.03339662775397301]","[0.5212875008583069, 0.5240485668182373, -0.02007375657558441]"
L,"[0.4640529751777649, 0.6851320266723633, 8.417349306455435e-08]","[0.5596655607223511, 0.6221234798431396, -0.044588420540094376]","[0.6001238822937012, 0.51571124792099, -0.0471293069422245]","[0.5744124054908752, 0.42072778940200806, -0.04953758046030998]","[0.5100087523460388, 0.3864237070083618, -0.03784279152750969]","[0.6131873726844788, 0.48146119713783264, 0.06791624426841736]","[0.6088017225265503, 0.4099063277244568, 0.01812576688826084]","[0.5802372097969055, 0.46236997842788696, -0.021534260362386703]","[0.5670487880706787, 0.49140387773513794, -0.036741603165864944]","[0.5477021336555481, 0.4768116772174835, 0.07235503196716309]","[0.5446237921714783, 0.4038730561733246, 0.01622415892779827]","[0.5326292514801025, 0.4779019355773926, -0.018746092915534973]","[0.5384552478790283, 0.5023815035820007, -0.02247515320777893]","[0.484546959400177, 0.48022621870040894, 0.06034538149833679]","[0.47753989696502686, 0.41022035479545593, -0.0008978686528280377]","[0.4811825454235077, 0.4924355745315552, -0.015478450804948807]","[0.4969250559806824, 0.5172730684280396, -0.0016706762835383415]","[0.42099350690841675, 0.48740676045417786, 0.04376666247844696]","[0.4286874532699585, 0.44586998224258423, 0.013617712073028088]","[0.4336085319519043, 0.5019410848617554, 0.016124803572893143]","[0.44439277052879333, 0.5286372900009155, 0.03047611564397812]"
L,"[0.4481392204761505, 0.7067644000053406, 4.2817751477741695e-07]","[0.5458818674087524, 0.6440245509147644, -0.08643504232168198]","[0.5925737023353577, 0.5350542664527893, -0.1128491684794426]","[0.5655670166015625, 0.4392911195755005, -0.13145965337753296]","[0.4916914701461792, 0.40918853878974915, -0.13335418701171875]","[0.6203653812408447, 0.48278090357780457, 0.04111991450190544]","[0.6050664186477661, 0.42266136407852173, -0.025004422292113304]","[0.5743080973625183, 0.4869139790534973, -0.0756692886352539]","[0.5695381164550781, 0.5066187977790833, -0.09397661685943604]","[0.5448991060256958, 0.48368704319000244, 0.0635848268866539]","[0.5273872017860413, 0.40595442056655884, -0.020130380988121033]","[0.5118469595909119, 0.4962475299835205, -0.07056669890880585]","[0.5205560326576233, 0.522783100605011, -0.07299106568098068]","[0.4768562614917755, 0.48770594596862793, 0.06644437462091446]","[0.45662450790405273, 0.42481616139411926, -0.014858542010188103]","[0.46112826466560364, 0.5151845216751099, -0.04383385553956032]","[0.4862605929374695, 0.5359192490577698, -0.029309989884495735]","[0.41573044657707214, 0.4879162311553955, 0.062390781939029694]","[0.41829046607017517, 0.45806342363357544, 0.03039306215941906]","[0.4227689802646637, 0.5179661512374878, 0.030899448320269585]","[0.4366768002510071, 0.5444164872169495, 0.04860106483101845]"
R,"[0.5664657950401306, 0.6908378005027771, -4.7271939251913864e-07]","[0.48817187547683716, 0.6283773183822632, -0.04911693558096886]","[0.44905349612236023, 0.530358076095581, -0.057548779994249344]","[0.4744029641151428, 0.4417420029640198, -0.06114781275391579]","[0.535838782787323, 0.40302079916000366, -0.05371851846575737]","[0.4508048892021179, 0.4691324234008789, 0.024789759889245033]","[0.43936780095100403, 0.40018540620803833, -0.020051781088113785]","[0.43927279114723206, 0.45900240540504456, -0.04638853669166565]","[0.44182658195495605, 0.5013576745986938, -0.05265592038631439]","[0.5049089193344116, 0.4741989076137543, 0.04045053943991661]","[0.5250391960144043, 0.3993031978607178, -0.011515897698700428]","[0.5174182057380676, 0.4789789617061615, -0.03239843621850014]","[0.5043008327484131, 0.5107070803642273, -0.02723163180053234]","[0.5553558468818665, 0.48651060461997986, 0.04406864568591118]","[0.5782409906387329, 0.42836952209472656, -0.01571410335600376]","[0.5598194599151611, 0.5065249800682068, -0.020088883116841316]","[0.5432467460632324, 0.5349298119544983, -0.00030376753420569]","[0.5977746844291687, 0.5036832094192505, 0.04492059722542763]","[0.6092023253440857, 0.45878446102142334, 0.009144103154540062]","[0.5937641859054565, 0.513081967830658, 0.011649292893707752]","[0.5820385217666626, 0.5402572751045227, 0.027485651895403862]"
R,"[0.5607787370681763, 0.6908199787139893, -6.682861339868396e-07]","[0.4716661870479584, 0.6316505074501038, -0.04211496189236641]","[0.42094886302948, 0.5175113081932068, -0.043419867753982544]","[0.4458792507648468, 0.4235421121120453, -0.041827112436294556]","[0.5093061327934265, 0.38567477464675903, -0.025941278785467148]","[0.42098236083984375, 0.4643127918243408, 0.04114263132214546]","[0.4090462327003479, 0.40128639340400696, -0.014727341942489147]","[0.41898593306541443, 0.4742697477340698, -0.047160349786281586]","[0.43251365423202515, 0.4957144856452942, -0.05863575264811516]","[0.4804859459400177, 0.4653918445110321, 0.049385253340005875]","[0.47989028692245483, 0.3850446939468384, -0.012678949162364006]","[0.47736796736717224, 0.47387242317199707, -0.03205176442861557]","[0.48032116889953613, 0.4813864529132843, -0.024286573752760887]","[0.5397229194641113, 0.47421014308929443, 0.04314804822206497]","[0.5424332022666931, 0.40006282925605774, -0.023253561928868294]","[0.5332353115081787, 0.49649420380592346, -0.01534254476428032]","[0.5392570495605469, 0.5133993625640869, 0.012936657294631004]","[0.6034894585609436, 0.48505356907844543, 0.033178094774484634]","[0.5944263339042664, 0.4468343257904053, -0.004043767228722572]","[0.5817798376083374, 0.5140761137008667, 0.0050627728924155235]","[0.5863191485404968, 0.5293647646903992, 0.025501936674118042]"
L,"[0.4617360830307007, 0.7309215664863586, -2.9506757925901184e-08]","[0.574804425239563, 0.6674115061759949, -0.0372520387172699]","[0.6370407342910767, 0.536366879940033, -0.04351677745580673]","[0.621558427810669, 0.414496511220932, -0.05311780422925949]","[0.5367570519447327, 0.3801040053367615, -0.05029886215925217]","[0.6165206432342529, 0.46272996068000793, 0.056179363280534744]","[0.624337911605835, 0.38496989011764526, 0.013345383107662201]","[0.6058951616287231, 0.4574919641017914, -0.017762169241905212]","[0.602423906326294, 0.4901374578475952, -0.032963842153549194]","[0.5501419305801392, 0.45692598819732666, 0.049636393785476685]","[0.551381528377533, 0.36854058504104614, -0.004466904792934656]","[0.5495598912239075, 0.46724802255630493, -0.02816975861787796]","[0.5526557564735413, 0.49914708733558655, -0.02636275812983513]","[0.4791752099990845, 0.46539875864982605, 0.029109954833984375]","[0.48324960470199585, 0.3827269673347473, -0.03941647708415985]","[0.49759894609451294, 0.49126291275024414, -0.04131857678294182]","[0.5025104880332947, 0.5306980013847351, -0.018885795027017593]","[0.4053604304790497, 0.4835609793663025, 0.0051087005995213985]","[0.4331962466239929, 0.4320739209651947, -0.037731390446424484]","[0.4443029761314392, 0.5040119290351868, -0.03021068312227726]","[0.4416896104812622, 0.5390711426734924, -0.01098074670881033]"
L,"[0.4408531188964844, 0.7075387239456177, 2.21361329266756e-08]","[0.550541341304779, 0.634672999382019, -0.029367677867412567]","[0.6041730046272278, 0.521846354007721, -0.029701169580221176]","[0.5847364664077759, 0.4222267270088196, -0.03363339602947235]","[0.5121052861213684, 0.39079907536506653, -0.026328815147280693]","[0.5984076857566833, 0.4797307252883911, 0.06603697687387466]","[0.6040981411933899, 0.40932121872901917, 0.03134271875023842]","[0.5779734253883362, 0.46632030606269836, 0.0037247980944812298]","[0.5701738595962524, 0.49810168147087097, -0.008997432887554169]","[0.5355597138404846, 0.4683726131916046, 0.061273351311683655]","[0.5362167358398438, 0.38943392038345337, 0.019020717591047287]","[0.5260437726974487, 0.4632568359375, -0.003846527077257633]","[0.5306324362754822, 0.49042344093322754, -0.004482860676944256]","[0.47037896513938904, 0.4708324074745178, 0.04329870641231537]","[0.4656825661659241, 0.3969385027885437, -0.0071836551651358604]","[0.47307726740837097, 0.4817568361759186, -0.013496261090040207]","[0.4848484396934509, 0.5131762027740479, 0.0005813883617520332]","[0.4066625237464905, 0.4848805069923401, 0.02191358432173729]","[0.42146456241607666, 0.43875205516815186, -0.004844654351472855]","[0.4269217252731323, 0.4942314326763153, 0.0008912886260077357]","[0.43179774284362793, 0.5248388051986694, 0.01454552635550499]"
L,"[0.4431948661804199, 0.6818793416023254, 8.964555320289946e-09]","[0.5449222922325134, 0.6106141805648804, -0.025933098047971725]","[0.5880180597305298, 0.5114771723747253, -0.024767039343714714]","[0.5752708315849304, 0.4156872630119324, -0.02737949974834919]","[0.5061473846435547, 0.3974657654762268, -0.021049348637461662]","[0.579386830329895, 0.47514089941978455, 0.06434618681669235]","[0.578578770160675, 0.40297210216522217, 0.043666575103998184]","[0.5630300641059875, 0.44541871547698975, 0.024505119770765305]","[0.5617375373840332, 0.47475960850715637, 0.01406831480562687]","[0.5257956385612488, 0.4685779809951782, 0.05991137772798538]","[0.5169119834899902, 0.3861178159713745, 0.03267718106508255]","[0.5184628963470459, 0.4477008879184723, 0.014495951123535633]","[0.5320364236831665, 0.4750673174858093, 0.011027080938220024]","[0.4683927595615387, 0.47191131114959717, 0.04368747025728226]","[0.45877552032470703, 0.40163111686706543, -0.00032687411294318736]","[0.47185492515563965, 0.474736750125885, -0.013019607402384281]","[0.4865128993988037, 0.5084472298622131, -0.00676761893555522]","[0.4092152714729309, 0.4857092797756195, 0.024813830852508545]","[0.4223376214504242, 0.4397616684436798, -0.0032111858017742634]","[0.4314042329788208, 0.48894068598747253, -0.004650409799069166]","[0.43632227182388306, 0.5222047567367554, 0.0021836133673787117]"
R,"[0.5603424906730652, 0.7163747549057007, -4.038629981550912e-07]","[0.4826744496822357, 0.6467018723487854, -0.06740012764930725]","[0.43949761986732483, 0.5405604839324951, -0.07711189985275269]","[0.46394744515419006, 0.44853758811950684, -0.07749493420124054]","[0.5251291394233704, 0.4078242778778076, -0.06421660631895065]","[0.4602261483669281, 0.47403818368911743, 0.0246328953653574]","[0.4540279507637024, 0.40804532170295715, -0.017135100439190865]","[0.4531834125518799, 0.47117751836776733, -0.042813390493392944]","[0.4535461664199829, 0.5213219523429871, -0.04967055097222328]","[0.5167036056518555, 0.476663738489151, 0.0506027452647686]","[0.5331637263298035, 0.38686466217041016, -0.0037788955960422754]","[0.520386815071106, 0.457682341337204, -0.034295469522476196]","[0.5025319457054138, 0.4897212088108063, -0.035854898393154144]","[0.5665422081947327, 0.48729294538497925, 0.06269292533397675]","[0.5835033059120178, 0.41962987184524536, -0.003991134464740753]","[0.5634379982948303, 0.4990927577018738, -0.021156683564186096]","[0.5442522764205933, 0.5361738801002502, -0.008357529528439045]","[0.606721043586731, 0.5024851560592651, 0.07101050019264221]","[0.6179502606391907, 0.45312565565109253, 0.024808362126350403]","[0.6007843017578125, 0.5079206228256226, 0.015323646366596222]","[0.5855430960655212, 0.5424052476882935, 0.023655401542782784]"
L,"[0.46295174956321716, 0.6934888362884521, 1.0368380287673062e-07]","[0.5693090558052063, 0.6205195188522339, -0.036810025572776794]","[0.612809419631958, 0.5175278782844543, -0.04122667387127876]","[0.5847415328025818, 0.42196178436279297, -0.04721878468990326]","[0.5114740133285522, 0.38977840542793274, -0.03945568576455116]","[0.5969990491867065, 0.4743298888206482, 0.0661417692899704]","[0.6122369766235352, 0.41026973724365234, 0.018158406019210815]","[0.596773624420166, 0.47673842310905457, -0.021166592836380005]","[0.5833646655082703, 0.5082529187202454, -0.03796708211302757]","[0.5314913392066956, 0.47377410531044006, 0.06617969274520874]","[0.5436778664588928, 0.3961230516433716, 0.009372472763061523]","[0.5481203198432922, 0.4821658134460449, -0.028019465506076813]","[0.5471916198730469, 0.5101093649864197, -0.034373871982097626]","[0.47082430124282837, 0.48142558336257935, 0.05227699130773544]","[0.4788896441459656, 0.40525323152542114, -0.00876277219504118]","[0.49590831995010376, 0.4996638894081116, -0.02143377996981144]","[0.5004039406776428, 0.527237594127655, -0.007199726067483425]","[0.40838247537612915, 0.4901285767555237, 0.03509775549173355]","[0.43371814489364624, 0.4488266706466675, 0.004299065098166466]","[0.4471614360809326, 0.5108509063720703, 0.008201989345252514]","[0.4513079524040222, 0.5396780371665955, 0.0231703482568264]"
L,"[0.46030986309051514, 0.6959207653999329, -1.125907589383246e-09]","[0.5663614869117737, 0.6376880407333374, -0.018650539219379425]","[0.6119140982627869, 0.53467857837677, -0.021150529384613037]","[0.592311441898346, 0.4331498444080353, -0.027844805270433426]","[0.5262630581855774, 0.3975045084953308, -0.02762680873274803]","[0.5796489119529724, 0.49006620049476624, 0.04623223841190338]","[0.6008487343788147, 0.42371392250061035, 0.017183151096105576]","[0.5896141529083252, 0.46756789088249207, -0.008125635795295238]","[0.5733584761619568, 0.4955378770828247, -0.021657569333910942]","[0.5244578719139099, 0.4792189598083496, 0.039063144475221634]","[0.5386601090431213, 0.4001026749610901, 0.008568146266043186]","[0.5442681312561035, 0.4574931859970093, -0.010948358103632927]","[0.5422883033752441, 0.4783458411693573, -0.01604650914669037]","[0.4668867290019989, 0.4812382459640503, 0.023019079118967056]","[0.48479926586151123, 0.40057703852653503, -0.01831202767789364]","[0.49909043312072754, 0.4782174825668335, -0.019284280017018318]","[0.49460095167160034, 0.5120590329170227, -0.006858096458017826]","[0.4065667986869812, 0.49340420961380005, 0.005149074364453554]","[0.439956933259964, 0.4411834478378296, -0.020323121920228004]","[0.4529285430908203, 0.49407362937927246, -0.012460003606975079]","[0.44744420051574707, 0.5257684588432312, 0.0002462226548232138]"
